Nama Produk,Lemak Total (g),Lemak Jenuh (g),Gula (g),Natrium (g),Sajian per Kemasan,Takaran Saji,Kategori,Gula (g) per 100 ml,Lemak Total (g) per 100 ml,Natrium (g) per 100 ml,Gula (g) per 100 ml_scaled,Lemak Total (g) per 100 ml_scaled,Natrium (g) per 100 ml_scaled,Klaster,Klaster_HC,Klaster_DBSCAN
Pororo Apple,0.0,0.0,28,0.03,1.0,235.0,Minuman Rasa Buah,11.914893617021278,0.0,0.0127659574468085,-0.6996391841083587,-0.6493583970051195,-0.5561544749317536,0,1,0
Pororo Strawberry,0.0,0.0,27,0.035,1.0,235.0,Minuman Rasa Buah,11.48936170212766,0.0,0.0148936170212765,-0.7129425356750727,-0.6493583970051195,-0.5445227980751991,0,1,0
Pororo Milk,0.0,0.0,27,0.03,1.0,235.0,Minuman Rasa Buah,11.48936170212766,0.0,0.0127659574468085,-0.7129425356750727,-0.6493583970051195,-0.5561544749317536,0,1,0
Pororo Mango,0.0,0.0,27,0.03,1.0,235.0,Minuman Rasa Buah,11.48936170212766,0.0,0.0127659574468085,-0.7129425356750727,-0.6493583970051195,-0.5561544749317536,0,1,0
Pororo Blueberry,0.0,0.0,26,0.035,1.0,235.0,Minuman Rasa Buah,11.063829787234042,0.0,0.0148936170212765,-0.7262458872417868,-0.6493583970051195,-0.5445227980751991,0,1,0
Groovy Root Brews,0.0,0.0,27,0.015,1.0,330.0,Minuman Berkarbonasi,8.181818181818182,0.0,0.0045454545454545,-0.8163458592163502,-0.6493583970051195,-0.6010950446048051,0,1,0
Teh Manis Bonteh,0.0,0.0,11,0.02,1.0,330.0,Minuman Teh,3.333333333333333,0.0,0.006060606060606,-0.9679234407037588,-0.6493583970051195,-0.5928118807827133,0,1,0
A&W Sarsaparila,0.0,0.0,12,0.01,1.0,250.0,Minuman Berkarbonasi,4.8,0.0,0.004,-0.9220712223038176,-0.6493583970051195,-0.6040769835807581,0,1,0
Nescafe Oat Latte,5.0,4.5,9,0.19,1.0,220.0,Minuman Kopi,4.090909090909091,2.272727272727273,0.0863636363636363,-0.9442394435963511,-0.1758018143446788,-0.153804198211846,0,1,0
Nescafe Coffee Cream,2.0,1.5,11,0.105,1.0,180.0,Minuman Kopi,6.111111111111111,1.1111111111111112,0.0583333333333333,-0.8810821179765975,-0.4178418454822374,-0.3070427289205449,0,1,0
Kapal Api Black Coffee,2.0,1.0,17,0.035,1.0,200.0,Minuman Kopi,8.5,1.0,0.0175,-0.8063985804312389,-0.4409935006345256,-0.5302739939259199,0,1,0
Kopiko Lucky Day,6.0,6.0,12,0.125,1.0,180.0,Minuman Kopi Susu,6.666666666666667,3.333333333333333,0.0694444444444444,-0.8637138534311652,0.0451912575635268,-0.2462995275585381,0,1,0
Sari Kurma TJ,0.0,0.0,24,0.005,1.0,250.0,Minuman Sari Kurma,9.6,0.0,0.002,-0.7720094166312831,-0.6493583970051195,-0.6150107598259194,0,1,0
Sidomuncul Kunyit Asam,0.0,0.0,0,0.07,1.0,25.0,Minuman untuk Kesehatan,0.0,0.0,0.28,-1.072133027976352,-0.6493583970051195,0.9047841382514908,0,1,-1
Kratingdaeng Super,0.0,0.0,0,0.1,1.0,150.0,Suplemen Makanan,0.0,0.0,0.0666666666666666,-1.072133027976352,-0.6493583970051195,-0.2614853278990398,0,1,0
Kratingdaeng Energy Drink,0.0,0.0,0,0.1,1.0,150.0,Suplemen Makanan,0.0,0.0,0.0666666666666666,-1.072133027976352,-0.6493583970051195,-0.2614853278990398,0,1,0
Zenlatte Matcha,1.0,1.0,15,0.015,1.0,20.0,Minuman Serbuk Teh,75.0,5.0,0.075,1.272582685656999,0.39246608484785,-0.2159279268775347,2,0,1
Zenlatte Thai Tea,3.0,3.0,16,0.02,1.0,27.0,Minuman Serbuk Teh,59.25925925925925,11.11111111111111,0.074074074074074,0.7804818568697524,1.6658071182237015,-0.2209898603243686,1,0,1
Nutrisari Orange,0.0,0.0,9,0.0,1.0,11.0,Minuman Serbuk Rasa,81.81818181818183,0.0,0.0,1.4857386596236677,-0.6493583970051195,-0.6259445360710806,2,0,2
Anget Sari Susu Jahe,0.0,0.0,20,0.07,1.0,25.0,Minuman Serbuk Instan,80.0,0.0,0.28,1.428897066565889,-0.6493583970051195,0.9047841382514908,2,0,2
Anget Sari Jahe Jeruk Nipis,0.0,0.0,28,0.015,1.0,30.0,Minuman Serbuk Instan,93.33333333333331,0.0,0.05,1.8457354156562624,-0.6493583970051195,-0.35260012994205,2,0,2
INTRA Serbat Wangi,0.0,0.0,18,0.065,1.0,21.5,Minuman Serbuk,83.72093023255815,0.0,0.3023255813953489,1.545224047707389,-0.6493583970051195,1.02683559401143,2,0,2
Sekoteng ABC,0.0,0.0,25,0.005,1.0,30.0,Minuman Serbuk,83.33333333333334,0.0,0.0166666666666666,1.533106653838483,-0.6493583970051195,-0.5348297340280704,2,0,2
Nutrisari Wdank Bandrek Ginger Palm Sugar,0.5,0.0,12,0.095,1.0,15.0,Minuman Serbuk,80.0,3.333333333333333,0.6333333333333333,1.428897066565889,0.0451912575635268,2.836417941563306,3,2,-1
Nutrisari Wdank Sereh Jahe Nipis,0.0,0.0,10,0.035,1.0,11.0,Minuman Serbuk,90.9090909090909,0.0,0.3181818181818182,1.7699466249125584,-0.6493583970051195,1.113519866568205,2,0,2
ABC Beras Kentjoer,0.0,0.0,19,0.055,1.0,23.0,Minuman Serbuk,82.6086956521739,0.0,0.2391304347826086,1.5104523957357447,-0.6493583970051195,0.6813547975895002,2,0,2
Sunquick Mango,0.0,0.0,12,0.01,1.0,100.0,Sirup Rasa,12.0,0.0,0.01,-0.6969785137950159,-0.6493583970051195,-0.5712756548452745,0,1,0
Sunquick Orange,0.0,0.0,12,0.02,1.0,100.0,Sirup Rasa,12.0,0.0,0.02,-0.6969785137950159,-0.6493583970051195,-0.5166067736194684,0,1,0
ABC Qahwa Kopi Susu Kurma,4.0,4.0,16,0.02,1.0,27.0,Minuman Serbuk Kopi,59.25925925925925,14.814814814814811,0.074074074074074,0.7804818568697524,2.4375289566333085,-0.2209898603243686,1,0,1
Delizio Caffino Brown Sugar,2.5,2.5,13,0.06,1.0,25.0,Minuman Serbuk Kopi,52.0,10.0,0.24,0.5535365334761048,1.4342905667008194,0.6861086133482661,1,0,1
Luwak White Koffie Premium,2.5,2.5,5,0.015,1.0,20.0,Minuman Serbuk Kopi,25.0,12.5,0.075,-0.2905611234319016,1.9552028076273045,-0.2159279268775347,1,0,-1
ABC Kopi Klepon,3.5,3.5,15,0.015,1.0,25.0,Minuman Serbuk Kopi,60.0,14.000000000000002,0.06,0.8036395429303289,2.2677501521831958,-0.2979312487162439,1,0,1
Good Day Coffee Freeze Mocafrio,3.5,3.5,21,0.005,1.0,30.0,Minuman Serbuk Kopi,70.0,11.666666666666666,0.0166666666666666,1.116268304748109,1.7815653939851426,-0.5348297340280704,1,0,1
Good Day Coffee Freeze Cookies N Cream,3.5,3.5,17,0.015,1.0,30.0,Minuman Serbuk Kopi,56.66666666666666,11.666666666666666,0.05,0.6994299556577355,1.7815653939851426,-0.35260012994205,1,0,1
Good Day Coffee Freeze Hazelnut Macchiato,3.5,3.5,19,0.015,1.0,30.0,Minuman Serbuk Kopi,63.33333333333333,11.666666666666666,0.05,0.907849130202922,1.7815653939851426,-0.35260012994205,1,0,1
Good Day Choco Nut,2.5,2.5,13,0.035,1.0,22.0,Minuman Serbuk Kopi,59.09090909090909,11.363636363636363,0.1590909090909091,0.7752187464014398,1.718424516297084,0.2437876652485621,1,0,1
Good Day Moca Caramel,2.5,2.5,14,0.04,1.0,22.0,Minuman Serbuk Kopi,63.63636363636363,11.363636363636363,0.1818181818181818,0.9173227290458852,1.718424516297084,0.3680351225799396,1,0,1
Chocolatos Creamy,1.5,1.5,9,0.04,1.5,15.0,Minuman Serbuk Rasa,60.0,10.0,0.2666666666666666,0.8036395429303289,1.4342905667008194,0.8318922966170824,1,0,1
Chocolatos Smooth Matcha,3.0,2.5,10,0.09,1.0,20.0,Minuman Serbuk Rasa,50.0,15.0,0.4499999999999999,0.4910107811125487,2.476115048553789,1.8341551190901944,1,2,-1
Hilo Calcium Chocolate Hazelnut,1.5,1.0,8,0.035,1.0,14.0,Minuman Serbuk Rasa,57.14285714285714,10.714285714285714,0.25,0.7143170395538202,1.583122635536958,0.7407774945740723,1,0,1
Hilo Calcium Choco Malt,1.0,1.0,8,0.085,1.0,14.0,Minuman Serbuk Rasa,57.14285714285714,7.142857142857142,0.6071428571428572,0.7143170395538202,0.8389622913562654,2.6932375383528626,3,2,-1
Diamond Juice Guava,0.0,0.0,20,0.015,1.0,200.0,Minuman Sari Buah,10.0,0.0,0.0075,-0.7595042661585719,-0.6493583970051195,-0.584942875151726,0,1,0
Diamond Juice Blueberry,0.0,0.0,17,0.01,1.0,200.0,Minuman Sari Buah,8.5,0.0,0.005,-0.8063985804312389,-0.6493583970051195,-0.5986100954581776,0,1,0
Nutrisari Jeruk Madu Less Sugar,0.0,0.0,14,0.04,1.0,200.0,Minuman Buah,7.000000000000001,0.0,0.02,-0.853292894703906,-0.6493583970051195,-0.5166067736194684,0,1,0
Country Choice Optimist Orange,0.0,0.0,20,0.06,1.0,250.0,Minuman Sari Buah,8.0,0.0,0.0239999999999999,-0.822030018522128,-0.6493583970051195,-0.494739221129146,0,1,0
Country Choice Guardian Red,0.0,0.0,21,0.06,1.0,250.0,Minuman Sari Buah,8.4,0.0,0.0239999999999999,-0.8095248680494168,-0.6493583970051195,-0.494739221129146,0,1,0
Country Choice Purify Green,0.0,0.0,20,0.06,1.0,250.0,Minuman Sari Buah,8.0,0.0,0.0239999999999999,-0.822030018522128,-0.6493583970051195,-0.494739221129146,0,1,0
Buavita Korean White Peach,0.0,0.0,20,0.07,1.0,245.0,Minuman Sari Buah,8.16326530612245,0.0,0.0285714285714285,-0.8169258754720418,-0.6493583970051195,-0.4697477325687774,0,1,0
Benecol Smoothie Orange,2.0,0.0,3,0.055,1.0,100.0,Minuman Rasa,3.0,2.0,0.055,-0.978344399431018,-0.2326286042639317,-0.3252656893291469,0,1,0
Benecol Smoothie Strawberry,2.0,0.0,4,0.055,1.0,100.0,Minuman Rasa,4.0,2.0,0.055,-0.94708152324924,-0.2326286042639317,-0.3252656893291469,0,1,0
Benecol Smoothie Blackcurrant,2.0,1.0,6,0.055,1.0,100.0,Minuman Rasa,6.0,2.0,0.055,-0.8845557708856839,-0.2326286042639317,-0.3252656893291469,0,1,0
Ichitan Thai Milk Coffee,5.0,1.5,17,0.14,1.0,250.0,Minuman Kopi Susu,6.800000000000001,2.0,0.056,-0.8595454699402616,-0.2326286042639317,-0.3197988012065663,0,1,0
Ichitan Thai Milk Green Tea,5.0,5.0,14,0.14,1.0,300.0,Minuman Teh Hijau Susu,4.666666666666667,1.6666666666666667,0.0466666666666666,-0.9262396057947212,-0.3020835697207963,-0.370823090350652,0,1,0
Ichitan Korean Banana Milk,4.5,2.5,21,0.15,1.0,250.0,Minuman Rasa Susu,8.4,1.7999999999999998,0.06,-0.8095248680494168,-0.2743015835380505,-0.2979312487162439,0,1,0
Ichitan Korean Strawberry Milk,3.5,3.5,17,0.21,1.0,250.0,Minuman Rasa Susu,6.800000000000001,1.4,0.0839999999999999,-0.8595454699402616,-0.357647542086288,-0.1667259337743093,0,1,0
Coca Cola Original,0.0,0.0,27,0.015,1.0,250.0,Minuman Berkarbonasi,10.8,0.0,0.0059999999999999,-0.7344939652131495,-0.6493583970051195,-0.5931432073355969,0,1,0
Kopi Kenangan Black Aren,3.5,2.5,14,0.2,1.0,220.0,Minuman Kopi,6.363636363636363,1.5909090909090908,0.0909090909090909,-0.8731874522741283,-0.317868789142811,-0.1289547067455704,0,1,0
Sidomuncul Cokelat Este Emje dengan Ginseng,3.5,1.5,16,0.045,1.0,30.0,Minuman Serbuk,53.333333333333336,11.666666666666666,0.15,0.5952203683851421,1.7815653939851426,0.194088682316011,1,0,1
Sidomuncul Original Este Emje dengan Ginseng,3.5,1.5,18,0.055,1.0,30.0,Minuman Serbuk,60.0,11.666666666666666,0.1833333333333333,0.8036395429303289,1.7815653939851426,0.3763182864020314,1,0,1
Sidomuncul Coffee Este Emje dengan Ginseng,3.0,1.5,18,0.045,1.0,30.0,Minuman Serbuk,60.0,10.0,0.15,0.8036395429303289,1.4342905667008194,0.194088682316011,1,0,1
Nutrisari Milky Peach,0.0,0.0,9,0.055,1.0,11.0,Minuman Serbuk Rasa,81.81818181818183,0.0,0.5,1.4857386596236677,-0.6493583970051195,2.107499525219225,3,2,-1
Nutrisari Jeruk Nipis,0.0,0.0,9,0.025,1.0,11.0,Minuman Serbuk Rasa,81.81818181818183,0.0,0.2272727272727273,1.4857386596236677,-0.6493583970051195,0.6165300372426948,2,0,2
Nutrisari Dondong,0.0,0.0,7,0.12,1.0,14.0,Minuman Serbuk Rasa,50.0,0.0,0.8571428571428572,0.4910107811125487,-0.6493583970051195,4.059959568998015,3,2,-1
Nutrisari Es Kuwut Nipis,0.0,0.0,9,0.085,1.0,11.0,Minuman Serbuk Rasa,81.81818181818183,0.0,0.7727272727272727,1.4857386596236677,-0.6493583970051195,3.5984690131957557,3,2,-1
Nutrisari Florida Orange,0.0,0.0,9,0.02,1.0,11.0,Minuman Serbuk Rasa,81.81818181818183,0.0,0.1818181818181818,1.4857386596236677,-0.6493583970051195,0.3680351225799396,2,0,2
Pop Ice Chocolate,1.0,1.0,17,0.04,1.0,24.0,Minuman Serbuk Rasa,70.83333333333334,4.166666666666666,0.1666666666666666,1.1423207015662578,0.2188286712056882,0.2852034843590214,2,0,1
Pop Ice Strawberry,1.0,1.0,16,0.02,1.0,23.0,Minuman Serbuk Rasa,69.56521739130434,4.3478260869565215,0.0869565217391304,1.1026757498864663,0.2565759350409409,-0.1505629601945057,2,0,1
Pop Ice Vanilla Blue,1.5,1.5,16,0.05,1.0,25.0,Minuman Serbuk Mengandung Susu,64.0,6.0,0.2,0.9286910476574408,0.6008309812184439,0.4674330884450417,1,0,1
Pop Ice Vanilla Latte,1.5,1.5,16,0.015,1.0,25.0,Minuman Serbuk Rasa,64.0,6.0,0.06,0.9286910476574408,0.6008309812184439,-0.2979312487162439,2,0,1
ABC Squash Delight Jeruk Florida,0.0,0.0,6,0.05,15.5,29.0,Squash Berperisa,20.689655172413797,0.0,0.1724137931034483,-0.4253149000774965,-0.6493583970051195,0.3166223816152317,0,1,0
Marjan Squash Cocopandan,0.0,0.0,13,0.025,15.0,30.0,Squash Berperisa,43.333333333333336,0.0,0.0833333333333333,0.282591606567362,-0.6493583970051195,-0.1703705258560296,2,1,-1
Marjan Squash Strawberry,0.0,0.0,12,0.025,15.0,30.0,Squash Berperisa,40.0,0.0,0.0833333333333333,0.1783820192947685,-0.6493583970051195,-0.1703705258560296,0,1,-1
Marjan Squash Mango,0.0,0.0,13,0.03,15.0,30.0,Squash Berperisa,43.333333333333336,0.0,0.1,0.282591606567362,-0.6493583970051195,-0.0792557238130194,2,1,-1
Marjan Boudoin Melon,0.0,0.0,21,0.01,15.0,30.0,Sirup Rasa,70.0,0.0,0.0333333333333333,1.116268304748109,-0.6493583970051195,-0.4437149319850602,2,0,2
Marjan Boudoin Cocopandan,0.0,0.0,21,0.005,15.0,30.0,Sirup Rasa,70.0,0.0,0.0166666666666666,1.116268304748109,-0.6493583970051195,-0.5348297340280704,2,0,2
Marjan Boudoin Stroberi,0.0,0.0,21,0.01,15.0,30.0,Sirup Rasa,70.0,0.0,0.0333333333333333,1.116268304748109,-0.6493583970051195,-0.4437149319850602,2,0,2
Tropicana Slim Sirup Rasa Lychee,0.0,0.0,0,0.01,30.0,25.0,Sirup Rasa,0.0,0.0,0.04,-1.072133027976352,-0.6493583970051195,-0.4072690111678562,0,1,0
Tropicana Slim Sirup Rasa Orange,0.0,0.0,0,0.015,30.0,25.0,Sirup Rasa,0.0,0.0,0.06,-1.072133027976352,-0.6493583970051195,-0.2979312487162439,0,1,0
Tropicana Slim Sirup Rasa Cocopandan,0.0,0.0,0,0.005,30.0,25.0,Sirup Rasa,0.0,0.0,0.02,-1.072133027976352,-0.6493583970051195,-0.5166067736194684,0,1,0
Excelso Robusta Gold,1.0,0.0,0,0.0,20.0,10.0,Minuman Serbuk Kopi,0.0,10.0,0.0,-1.072133027976352,1.4342905667008194,-0.6259445360710806,0,0,-1
Excelso Arabica Gold,1.5,0.5,0,0.0,20.0,10.0,Minuman Serbuk Kopi,0.0,15.0,0.0,-1.072133027976352,2.476115048553789,-0.6259445360710806,1,0,-1
Indocafe Original Bland,0.0,0.0,0,0.0,1.0,2.0,Minuman Serbuk Kopi,0.0,0.0,0.0,-1.072133027976352,-0.6493583970051195,-0.6259445360710806,0,1,0
Kapal Api Special,0.5,0.0,0,0.0,10.0,6.5,Minuman Serbuk Kopi,0.0,7.6923076923076925,0.0,-1.072133027976352,0.953448498153295,-0.6259445360710806,0,0,-1
Kapal Api Lampung,1.0,0.0,0,0.0,21.5,7.0,Minuman Serbuk Kopi,0.0,14.285714285714285,0.0,-1.072133027976352,2.3272829797176504,-0.6259445360710806,1,0,-1
Kapal Api One Kopi + Gula,0.5,0.0,17,0.0,1.0,23.0,Minuman Serbuk Kopi,73.91304347826086,2.1739130434782608,0.0,1.2386012985028922,-0.1963912309820893,-0.6259445360710806,2,0,2
